"Name","Age","id","Total Sales","Total Quantity","Total Profit","Category","Products"
"Rick Hansen",19,"RH-19495","3621.376","38","563.7877","Furniture,Office Supplies,Technology","Avery Durable Binders,Bevis Round Bullnose 29 High Table Top,Eaton Premium Continuous-Feed Paper  25% Cotton  Letter Size  White  1000 Shts/Box,Personal Creations Ink Jet Cards and Labels,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,Xerox 1994,Xerox 2000,Xerox 212"
"Rick Huthwaite",67,"RH-19510","6979.18","43","1289.4535","Furniture,Office Supplies,Technology","Fiskars Home & Office Scissors,Hot File 7-Pocket  Floor Stand,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,JM Magazine Binder,Kingston Digital DataTraveler 16GB USB 2.0,Lifetime Advantage Folding Chairs  4/Carton,Okidata MB760 Printer,Personal Filing Tote with Lid  Black/Gray,Toshiba IPT2010-SD IP Telephone,Xerox 1916,Xerox 226"
"Ritsa Hightower",61,"RH-19555","740.382","11","0.3057","Office Supplies","Fellowes High-Stak Drawer Files,Premier Elliptical Ring Binder  Black,SpineVue Locking Slant-D Ring Binders by Cardinal"
"Rob Haberlin",21,"RH-19600","2085.740","43","172.6261","Furniture,Office Supplies,Technology","Adams Phone Message Book  Professional  400 Message Capacity  5 3/6” x 11”,Adjustable Depth Letter/Legal Cart,Advantus Rolling Storage Box,AT&T 17929 Lendline Telephone,Deflect-o Glass Clear Studded Chair Mats,Global Wood Trimmed Managers Task Chair  Khaki,Holmes Replacement Filter for HEPA Air Cleaner  Large Room,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,HP Standard 104 key PS/2 Keyboard,Hunt PowerHouse Electric Pencil Sharpener  Blue,Newell 314"
"Ralph Kennedy",29,"RK-19300","1460.192","29","269.6880","Furniture,Office Supplies,Technology","Eldon Portable Mobile Manager,Imation Bio 8GB USB Flash Drive Imation Corp,Multi-Use Personal File Cart and Caster Set  Three Stacking Bins,RSVP Cards & Envelopes  Blank White  8-1/2 X 11  24 Cards/25 Envelopes/Set,SAFCO PlanMaster Heigh-Adjustable Drafting Table Base  43w x 30d x 30-37h  Black,Tops White Computer Printout Paper,White Envelopes  White Envelopes with Clear Poly Window,Xerox 1981"
"Rob Lucas",53,"RL-19615","6234.910","101","488.1484","Furniture,Office Supplies,Technology","Advantus Plastic Paper Clips,AmazonBasics 3-Button USB Wired Mouse,Apple iPhone 5S,Bush Westfield Collection Bookcases  Medium Cherry Finish,Floodlight Indoor Halogen Bulbs  1 Bulb per Pack  60 Watts,GE 2-Jack Phone Line Splitter,Geemarc AmpliPOWER60,Global Push Button Managers Chair  Indigo,Newell 32,Okidata C610n Printer,OSullivan 3-Shelf Heavy-Duty Bookcases,Panasonic KX-TG9471B,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,Plastic Stacking Crates & Casters,Prang Colored Pencils,Presstex Flexible Ring Binders,Rogers Deluxe File Chest,SANFORD Major Accent Highlighters,Self-Adhesive Address Labels for Typewriters by Universal,Tuff Stuff Recycled Round Ring Binders,Vtech CS6719,Xerox 1933,Xerox 1945,Xerox 216"
"Raymond Messe",39,"RM-19375","1453.474","29","392.1499","Furniture,Office Supplies,Technology","Avanti 4.4 Cu. Ft. Refrigerator,Avaya 4621SW VoIP phone,Hon Metal Bookcases  Black,Howard Miller 11-1/2 Diameter Grantwood Wall Clock,Logitech ClearChat Comfort/USB Headset H390,Newell 341,Poly String Tie Envelopes,Xerox 1881,Xerox 191"
"Robert Marley",57,"RM-19675","5979.096","39","1902.5438","Furniture,Office Supplies,Technology","Adams Write n Stick Phone Message Book  11 X 5 1/4  200 Messages,AT&T TR1909W,Avery Non-Stick Binders,Cisco SPA301,Hewlett Packard LaserJet 3310 Copier,HP Standard 104 key PS/2 Keyboard,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,Nokia Lumia 521 (T-Mobile),Safco Chair Connectors  6/Carton,Sanyo Counter Height Refrigerator with Crisper  3.6 Cubic Foot  Stainless Steel/Black,Vinyl Sectional Post Binders"
"Roland Murray",66,"RM-19750","98.35","4","28.6879","Furniture,Office Supplies","Westinghouse Floor Lamp with Metal Mesh Shade  Black,Xerox 1883"
"Rose O'Brian",25,"RO-19780","3815.478","48","-1262.5716","Furniture,Office Supplies,Technology","Acco Perma 2700 Stacking Storage Drawers,AT&T CL82213,Avery Hi-Liter Smear-Safe Highlighters,Balt Solid Wood Rectangular Table,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,Deluxe Chalkboard Eraser Cleaner,Fellowes Command Center 5-outlet power strip,GBC Ibimaster 500 Manual ProClick Binding System,GuestStacker Chair with Chrome Finish Legs,Hon Deluxe Fabric Upholstered Stacking Chairs,Prestige Round Ring Binders,Wirebound Voice Message Log Book"
"Rachel Payne",47,"RP-19270","954.6452","47","59.5384","Furniture,Office Supplies,Technology","Accohide Poly Flexible Ring Binders,Avery 480,Avery 505,Avery Durable Slant Ring Binders With Label Holder,Avery Hole Reinforcements,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,OSullivan Manor Hill 2-Door Library in Brianna Oak,Panasonic KX TS208W Corded phone,Xerox 1906,Xerox 1917,Xerox 213"
"Resi Polking",44,"RP-19390","5153.084","88","465.2503","Furniture,Office Supplies,Technology","Acme Design Line 8 Stainless Steel Bent Scissors w/Champagne Handles  3-1/8 Cut,Acme Kleen Earth Office Shears,Acme Value Line Scissors,American Pencil,Avery Flip-Chart Easel Binder  Black,Avery Non-Stick Binders,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Cardinal HOLDit! Binder Insert Strips Extra Strips,GBC DocuBind 300 Electric Binding Machine,Holmes Replacement Filter for HEPA Air Cleaner  Medium Room,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,Hunt BOSTON Vista Battery-Operated Pencil Sharpener  Black,Ibico EB-19 Dual Function Manual Binding System,Logitech Wireless Performance Mouse MX for PC and Mac,Master Giant Foot Doorstop  Safety Yellow,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,OIC Thumb-Tacks,Surelock Post Binders,UniKeep View Case Binders,WD My Passport Ultra 500GB Portable External Hard Drive,X-Rack File for Hanging Folders,Xerox 192,Xerox 1942,Xerox 1944"
"Roy Phan",50,"RP-19855","2170.716","61","594.5868","Office Supplies,Technology","Acco Smartsocket Table Surge Protector  6 Color-Coded Adapter Outlets,Acme Galleria Hot Forged Steel Scissors with Colored Handles,GBC Prepunched Paper  19-Hole  for Binding Systems  24-lb,GBC Recycled VeloBinder Covers,Hot File 7-Pocket  Floor Stand,Ibico Standard Transparent Covers,Innergie mMini Combo Duo USB Travel Charging Kit,Logitech Desktop MK120 Mouse and keyboard Combo,Manco Dry-Lighter Erasable Highlighter,Maxell LTO Ultrium - 800 GB,Motorola HK250 Universal Bluetooth Headset,Newell 341,Pressboard Hanging Data Binders for Unburst Sheets,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),Staples in misc. colors"
"Ralph Ritter",31,"RR-19315","615.932","7","-73.8350","Furniture,Office Supplies","Avery 52,Electrix Halogen Magnifier Lamp,GuestStacker Chair with Chrome Finish Legs,Xerox 21"
"Rick Reed",51,"RR-19525","3302.262","36","721.6826","Furniture,Office Supplies,Technology","Advantus Motivational Note Cards,Cisco Small Business SPA 502G VoIP phone,Global Italian Leather Office Chair,Global Push Button Managers Chair  Indigo,Standard Rollaway File with Lock,Staples,Strathmore Photo Mount Cards,Tennsco 6- and 18-Compartment Lockers,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Xerox 1913"
"Ricardo Sperren",44,"RS-19420","3221.29","29","633.4514","Furniture,Office Supplies","Balt Solid Wood Round Tables,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Binney & Smith inkTank Erasable Pocket Highlighter  Chisel Tip  Yellow,Fellowes Advanced Computer Series Surge Protectors,Hon 5100 Series Wood Tables,Hon GuestStacker Chair,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,TOPS Money Receipt Book  Consecutively Numbered in Red ,Xerox 1999"
"Roland Schwarz",45,"RS-19765","4159.770","54","1206.3851","Furniture,Office Supplies,Technology","Acco Suede Grain Vinyl Round Ring Binder,AT&T TR1909W,Avery 508,Bionaire Personal Warm Mist Humidifier/Vaporizer,Bush Advantage Collection Round Conference Table,Logitech Wireless Performance Mouse MX for PC and Mac,Memorex Micro Travel Drive 32 GB,Motorla HX550 Universal Bluetooth Headset,Nortel Meridian M3904 Professional Digital phone,Stackable Trays,Standard Rollaway File with Lock,Wilson Jones Ledger-Size  Piano-Hinge Binder  2  Blue,Xerox 1919,Xerox 1945"
"Roy Skaria",39,"RS-19870","22.328","10","9.5838","Office Supplies","Ideal Clamps,Pastel Pink Envelopes,Wilson Jones Easy Flow II Sheet Lifters"
"Rick Wilson",52,"RW-19540","7397.401","89","1586.6273","Furniture,Office Supplies,Technology","2300 Heavy-Duty Transfer File Systems by Perma,3M Replacement Filter for Office Air Cleaner for 20 x 33 Room,Belkin Premiere Surge Master II 8-outlet surge protector,Electrix Fluorescent Magnifier Lamps & Weighted Base,GBC Recycled Grain Textured Covers,GBC VeloBinder Electric Binding Machine,Hand-Finished Solid Wood Document Frame,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Honeywell Quietcare HEPA Air Cleaner,KI Conference Tables,Lock-Up Easel Spel-Binder,OtterBox Defender Series Case - Samsung Galaxy S4,Personal Creations Ink Jet Cards and Labels,Petty Cash Envelope,SAFCO Boltless Steel Shelving,Safco Contoured Stacking Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,Samsung Rugby III,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Standard Rollaway File with Lock,Staple envelope,Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders  Clear,Xerox 1962"
"Rob Williams",23,"RW-19630","3279.746","53","698.8325","Furniture,Office Supplies,Technology","Acco Perma 4000 Stacking Storage Drawers,Acco Pressboard Covers with Storage Hooks  14 7/8 x 11  Dark Blue,Acme Office Executive Series Stainless Steel Trimmers,Belkin 6 Outlet Metallic Surge Strip,BIC Brite Liner Grip Highlighters  Assorted  5/Pack,Bretford CR4500 Series Slim Rectangular Table,Cameo Buff Policy Envelopes,GBC DocuBind TL200 Manual Binding Machine,Hoover Shoulder Vac Commercial Portable Vacuum,Ibico Plastic Spiral Binding Combs,Kingston Digital DataTraveler 8GB USB 2.0,Plantronics 81402,Sabrent 4-Port USB 2.0 Hub,Staples,Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc  3/Pack,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)"
"Robert Waldorf",29,"RW-19690","3495.646","61","707.5503","Office Supplies,Technology","3M Organizer Strips,Acco 6 Outlet Guardian Standard Surge Suppressor,Angle-D Ring Binders,Belkin F9M820V08 8 Outlet Surge,Eaton Premium Continuous-Feed Paper  25% Cotton  Letter Size  White  1000 Shts/Box,Fellowes Stor/Drawer Steel Plus Storage Drawers,Holmes Replacement Filter for HEPA Air Cleaner  Medium Room,Honeywell Enviracaire Portable HEPA Air Cleaner for 17 x 22 Room,Imation Clip USB flash drive - 8 GB,Logitech G105 Gaming Keyboard,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Newell 343,SanDisk Cruzer 64 GB USB Flash Drive,Xerox 196,Xerox 1970"
"Sue Ann Reed",34,"SA-20830","4767.3415","75","610.1496","Furniture,Office Supplies,Technology","3M Hangers With Command Adhesive,Acco PRESSTEX Data Binder with Storage Hooks  Dark Blue  9 1/2 X 11,Advantus Employee of the Month Certificate Frame  11 x 13-1/2,Apple iPhone 5S,Avery 3 1/2 Diskette Storage Pages  10/Pack,Avery 48,Avery 519,Avery Arch Ring Binders,Bretford CR4500 Series Slim Rectangular Table,Chromcraft Round Conference Tables,Crayola Colored Pencils,Decoflex Hanging Personal Folder File  Blue,GBC Twin Loop Wire Binding Elements,GBC VeloBinder Manual Binding System,Office Star - Contemporary Task Swivel Chair,Prang Colored Pencils,Pressboard Covers with Storage Hooks  9 1/2 x 11  Light Blue,Seth Thomas 14 Day/Date Wall Clock,SpineVue Locking Slant-D Ring Binders by Cardinal,Xerox 1915,Xerox 220"
"Sarah Bern",62,"SB-20170","1348.020","24","157.6658","Furniture,Office Supplies","#10- 4 1/8 x 9 1/2 Recycled Envelopes,Angle-D Ring Binders,Avery Trapezoid Ring Binder  3 Capacity  Black  1040 sheets,Boston 1730 StandUp Electric Pencil Sharpener,Safco Contoured Stacking Chairs,Sensible Storage WireTech Storage Systems,TOPS Voice Message Log Book  Flash Format"
"Sarah Brown",31,"SB-20185","6410.996","45","885.4624","Furniture,Office Supplies,Technology","Aastra 57i VoIP phone,Avery 476,Bush Heritage Pine Collection 5-Shelf Bookcase  Albany Pine Finish  *Special Order,Canon PC940 Copier,DMI Eclipse Executive Suite Bookcases,GBC Prestige Therm-A-Bind Covers,Logitech Keyboard K120,OtterBox Defender Series Case - Samsung Galaxy S4,Pizazz Global Quick File,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,Xerox 203,Zebra GX420t Direct Thermal/Thermal Transfer Printer"
"Sean Braxton",41,"SB-20290","8057.891","84","-2082.7451","Furniture,Office Supplies,Technology","Accohide Poly Flexible Ring Binders,Avery 506,Avery 518,Carina 42Hx23 3/4W Media Storage Unit,DAX Natural Wood-Tone Poster Frame,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,Fellowes Officeware Wire Shelving,Fellowes Super Stor/Drawer,Holmes 99% HEPA Air Purifier,Hunt PowerHouse Electric Pencil Sharpener  Blue,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,Lexmark MX611dhe Monochrome Laser Printer,SanDisk Cruzer 32 GB USB Flash Drive,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),X-Rack File for Hanging Folders,Xerox WorkCentre 6505DN Laser Multifunction Printer"
"Sam Craven",56,"SC-20020","3362.9636","62","-317.0508","Furniture,Office Supplies,Technology","3.6 Cubic Foot Counter Height Office Refrigerator,Acco Perma 3000 Stacking Storage Drawers,Array Parchment Paper  Assorted Colors,Hon Every-Day Series Multi-Task Chairs,Hon Metal Bookcases  Black,Hot File 7-Pocket  Floor Stand,HTC One Mini,Iceberg Mobile Mega Data/Printer Cart ,Okidata C331dn Printer,Safco Industrial Wire Shelving System,Sanford Colorific Colored Pencils  12/Box,Storex DuraTech Recycled Plastic Frosted Binders,Xerox 1898,Xerox 1947,Xerox 199,Xerox 2,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)"
"Sample Company A",38,"SC-20050","4624.572","61","1011.7443","Furniture,Office Supplies,Technology","3M Hangers With Command Adhesive,9-3/4 Diameter Round Wall Clock,AT&T 1080 Phone,Easy-staple paper,Eldon Cleatmat Chair Mats for Medium Pile Carpets,Fellowes Advanced Computer Series Surge Protectors,Flexible Leather- Look Classic Collection Ring Binder,GBC Instant Report Kit,Kensington Expert Mouse Optical USB Trackball for PC or Mac,Ooma Telo VoIP Home Phone System,OSullivan Cherrywood Estates Traditional Bookcase,Square Ring Data Binders  Rigid 75 Pt. Covers  11 x 14-7/8,Swingline SM12-08 MicroCut Jam Free Shredder,Tennsco 6- and 18-Compartment Lockers,Tops Wirebound Message Log Books"
"Sanjit Chand",27,"SC-20095","14142.334","87","5757.4119","Furniture,Office Supplies,Technology","Alliance Rubber Bands,Avery 481,Belkin F8E887 USB Wired Ergonomic Keyboard,BIC Brite Liner Highlighters  Chisel Tip,Carina Double Wide Media Storage Towers in Natural & Black,Clear Mylar Reinforcing Strips,Deflect-O Glasstique Clear Desk Accessories,Deluxe Heavy-Duty Vinyl Round Ring Binder,DMI Arturo Collection Mission-style Design Wood Chair,Executive Impressions 14 Contract Wall Clock,GBC DocuBind TL300 Electric Binding System,GBC Instant Report Kit,Global Geo Office Task Chair  Gray,Howard Miller 14-1/2 Diameter Chrome Round Wall Clock,Ibico EPK-21 Electric Binding System,Novimex Swivel Fabric Task Chair,Pastel Pink Envelopes,Safco Contoured Stacking Chairs,Telephone Message Books with Fax/Mobile Section  5 1/2 x 3 3/16,Tenex Carpeted  Granite-Look or Clear Contemporary Contour Shape Chair Mats,Xerox 1988,Xerox 217"
"Scot Coram",20,"SC-20230","4371.958","49","440.1410","Furniture,Office Supplies,Technology","Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,Avery Durable Slant Ring Binders,Bretford CR8500 Series Meeting Room Furniture,Cisco SPA 502G IP Phone,Letter/Legal File Tote with Clear Snap-On Lid  Black Granite,Logitech Gaming G510s - Keyboard,Motorola HK250 Universal Bluetooth Headset,Newell 345,Xerox 1928,Xerox 1935,Xerox 1997"
"Scott Cohen",24,"SC-20260","3729.793","63","671.0034","Furniture,Office Supplies,Technology","Acme Preferred Stainless Steel Scissors,Acme Value Line Scissors,Atlantic Metals Mobile 3-Shelf Bookcases  Custom Colors,Avery Fluorescent Highlighter Four-Color Set,Chromcraft Bull-Nose Wood Round Conference Table Top  Wood Base,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,GBC Prestige Therm-A-Bind Covers,GBC ProClick Punch Binding System,Hot File 7-Pocket  Floor Stand,Kingston Digital DataTraveler 32GB USB 2.0,Lexmark S315 Color Inkjet Printer,Memorex Micro Travel Drive 32 GB,PureGear Roll-On Screen Protector,Revere Boxed Rubber Bands by Revere,Stacking Trays by OIC,Trimflex Flexible Post Binders,Xerox 1900,Xerox 1991"
"Sean Christensen",30,"SC-20305","3979.065","64","229.1617","Furniture,Office Supplies,Technology","Acco Pressboard Covers with Storage Hooks  14 7/8 x 11  Dark Blue,Avery 483,Eldon 200 Class Desk Accessories  Smoke,Global Commerce Series High-Back Swivel/Tilt Chairs,HON 5400 Series Task Chairs for Big and Tall,HP Office Paper (20Lb. and 87 Bright),Logitech P710e Mobile Speakerphone,Longer-Life Soft White Bulbs,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,Staple envelope,TRENDnet 56K USB 2.0 Phone  Internet and Fax Modem,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)"
"Shahid Collister",68,"SC-20380","5992.536","80","236.6615","Furniture,Office Supplies,Technology","14-7/8 x 11 Blue Bar Computer Printout Paper,Avery Arch Ring Binders,Bush Advantage Collection Racetrack Conference Table,DAX Black Cherry Wood-Tone Poster Frame,DAX Value U-Channel Document Frames  Easel Back,Fellowes Bankers Box Recycled Super Stor/Drawer,GBC Instant Report Kit,GBC VeloBind Cover Sets,Harbour Creations Steel Folding Chair,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,Kingston Digital DataTraveler 32GB USB 2.0,Logitech Trackman Marble Mouse,Logitech Wireless Gaming Headset G930,Nokia Lumia 925,OSullivan 2-Door Barrister Bookcase in Odessa Pine,Plymouth Boxed Rubber Bands by Plymouth,Strathmore Photo Mount Cards,Wilson Jones Ledger-Size  Piano-Hinge Binder  2  Blue,Xerox 1896,Xerox 1945"
"Shaun Chance",28,"SC-20440","1874.998","44","379.5611","Furniture,Office Supplies,Technology","Avery Heavy-Duty EZD View Binder with Locking Rings,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,Cisco Small Business SPA 502G VoIP phone,DAX Value U-Channel Document Frames  Easel Back,GBC Poly Designer Binding Covers,Hoover Upright Vacuum With Dirt Cup,Premium Transparent Presentation Covers  No Pattern/Clear  8 1/2 x 11,Trav-L-File Heavy-Duty Shuttle II  Black,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,Xerox 1919"
